words;count;idf;tf
schmit;1;1;0
schmitt;4;4;1
schmitz;2;2;0
schnapps;1;1;1
schneider;6;6;1
schnurbein;1;1;0
schnurr;1;1;0
schober;1;1;0
schoch;2;2;1
schocher;1;1;0
schodt;1;1;0
schoening;1;1;0
schoenoprasum;1;1;0
schoep;1;1;0
schofield;2;2;0
scholae;1;1;0
scholander;1;1;0
scholar;26;26;8
scholarly;27;27;10
scholarpedia;4;4;0
scholars;62;62;23
scholarsfrench;1;1;0
scholarship;15;15;5
scholarships;3;3;1
scholastic;5;5;1
scholasticism;3;3;0
scholium;1;1;1
scholte;1;1;0
scholz;1;1;0
schombert;1;1;1
schon;1;1;0
school;135;135;55
schoolchildren;5;5;2
schooled;1;1;1
schoolhouse;1;1;0
schooling;6;6;3
schools;73;73;29
schooner;2;2;1
schoones;1;1;0
schoonover;1;1;0
schopf;5;5;1
schoppernau;1;1;1
schothorst;1;1;0
schott;1;1;1
schouten;2;2;1
schouw;1;1;0
schraa;1;1;0
schrag;1;1;1
schranz;1;1;0
schreiber;1;1;1
schreibersite;1;1;0
schrift;1;1;1
schriften;1;1;1
schrijver;2;2;2
schroeder;1;1;1
schroedinger;1;1;1
schroeff;1;1;0
schrott;1;1;0
schubert;1;1;1
schuerger;1;1;0
schuettpelz;1;1;1
schul;1;1;0
schulden;1;1;1
schuldes;1;1;1
schuler;1;1;0
schulman;1;1;0
schulten;1;1;1
schultes;1;1;1
schultz;1;1;0
schulz;4;4;1
schulze;4;4;2
schumacher;5;5;2
schumann;1;1;0
schumm;2;2;1
schurko;2;2;1
schuschnigg;1;1;1
schuster;5;5;0
schutter;1;1;0
schutzbund;1;1;1
schutze;1;1;1
schuul;1;1;0
schuur;1;1;0
schuyler;1;1;0
schwa;1;1;0
schwab;3;3;1
schwabach;1;1;0
schwabacher;1;1;0
schwamm;1;1;0
schwann;5;5;2
schwartz;3;3;1
schwartzberg;1;1;0
schwarz;2;2;1
schwarze;1;1;0
schwarzenegger;2;2;1
schwarzmeerraum;1;1;1
schwarzott;1;1;0
schwarzschild;2;2;1
schween;1;1;1
schweinfurt;1;1;0
schweinitzer;1;1;0
schweitzer;2;2;0
schweiz;5;5;2
schweizerbart;1;1;0
schweizerische;2;2;1
schweizerisches;1;1;0
schwendener;1;1;1
schwender;1;1;1
schwerdtfeger;1;1;1
sci;26;26;10
sciaroidea;1;1;0
science;290;290;114
scienceacademic;1;1;1
sciencedaily;3;3;1
sciencedirect;1;1;1
sciencefatty;1;1;1
sciencegeology;1;1;0
sciencehidden;4;4;4
sciencemain;1;1;0
scienceplanetary;1;1;1
sciences;171;171;65
"sciences
";3;3;1
sciencesfluid;1;1;1
sciencesgeology;1;1;0
scienceshidden;4;4;3
scienceslife;1;1;0
sciencesresearch;1;1;0
sciencetypes;1;1;0
sciencewater;1;1;1
scientarum;1;1;1
scientia;2;2;0
scientific;192;192;77
scientifically;15;15;10
scientifique;2;2;0
scientifiques;1;1;1
scientism;1;1;0
scientist;53;53;20
scientists;123;123;48
scientistsaustrian;1;1;0
scientistshidden;1;1;1
scientistshistory;1;1;1
scientistsscience;1;1;1
scientologists;1;1;0
scientology;1;1;0
scienza;2;2;1
scifi;1;1;1
scifinder;1;1;1
scilleae;2;2;1
scilly;2;2;1
scimago;1;1;0
scintillation;2;2;0
scioli;1;1;0
scioppius;1;1;0
scipio;1;1;1
scire;1;1;0
sciri;1;1;0
scission;1;1;0
scitable;1;1;0
sclavonie;1;1;0
scleractinian;1;1;0
sclereids;1;1;0
sclerenchyma;5;5;0
sclerenchymatic;2;2;0
sclerite;1;1;0
sclerosing;1;1;1
sclerosis;3;3;0
sclerotia;1;1;0
sclerotised;1;1;0
sclerotium;1;1;0
scm;1;1;0
scone;1;1;0
scoop;3;3;2
scooped;1;1;0
scooping;1;1;0
scoops;1;1;1
scooters;1;1;0
scope;44;44;13
scoping;1;1;0
scopulae;1;1;1
scopulorum;1;1;1
scorbutic;1;1;0
scorching;1;1;0
score;11;11;5
scored;5;5;3
scores;12;12;4
scoria;1;1;1
scoring;4;4;2
scorn;1;1;1
scorned;1;1;1
scorning;1;1;0
scorodoprasum;1;1;0
scorpion;3;3;1
scorpions;5;5;1
scot;3;3;0
scotch;2;2;2
scotia;6;6;2
scotian;1;1;0
scotland;34;34;15
scotlandcounties;1;1;1
scotlandenglish;1;1;1
scotlandorkneyinga;1;1;1
scotlandscotland;1;1;1
scots;20;20;12
scotsman;3;3;1
scotsmen;1;1;1
scott;57;57;26
scotti;1;1;1
scotticism;1;1;1
scotticisms;1;1;1
scottis;2;2;1
scottisc;1;1;1
scottish;41;41;18
scottishness;1;1;1
scottus;1;1;0
scotus;3;3;0
scour;2;2;1
scoured;4;4;1
scourged;1;1;0
scourges;1;1;0
scouring;1;1;1
scouser;1;1;1
scout;6;6;1
scouting;3;3;2
scouts;6;6;2
scrabble;1;1;0
scramble;1;1;1
scrambled;1;1;0
scrap;2;2;0
scraped;3;3;1
scrapes;1;1;0
scraping;1;1;0
scrapings;1;1;0
scrapped;1;1;1
scrapping;1;1;1
scraps;2;2;1
scratch;5;5;2
scratched;1;1;0
scratches;3;3;1
scratching;1;1;0
scratchings;1;1;0
scream;1;1;1
screamed;1;1;1
scree;3;3;1
screech;1;1;0
screen;11;11;6
screene;1;1;0
screened;2;2;2
screening;12;12;7
screenings;2;2;2
screenplay;1;1;0
screens;3;3;1
screenscraping;1;1;1
screenwriters;1;1;1
screes;1;1;0
screw;2;2;0
screwpines;1;1;0
scri;1;1;0
scribal;1;1;0
scribbling;1;1;0
scribe;3;3;0
scribes;5;5;3
scribner;1;1;0
scripps;2;2;1
script;31;31;16
scripta;5;5;3
scriptable;1;1;1
scripting;1;1;0
scriptores;1;1;0
scriptoria;1;1;0
scriptorium;1;1;0
scriptorum;1;1;0
scripts;10;10;5
scriptural;1;1;0
scripture;2;2;1
scriptures;6;6;2
scriptwriter;1;1;1
scriptwriting;1;1;1
scritta;1;1;0
scritture;1;1;0
scrl;1;1;0
scroll;6;6;4
scrolls;3;3;1
scrophulariales;1;1;0
scrotal;1;1;0
scrub;4;4;2
scrubber;1;1;1
scrubbers;1;1;1
scrubbing;1;1;1
scrublands;1;1;1
scruple;1;1;1
scrupulous;1;1;1
scrutinized;1;1;0
scrutiny;6;6;3
scrye;1;1;1
scs;1;1;0
sctex;1;1;1
scuba;1;1;0
scudders;1;1;0
scuffing;1;1;0
scullard;2;2;2
sculpt;2;2;2
sculpted;9;9;3
sculpting;1;1;0
sculptor;6;6;3
sculptoris;1;1;1
sculptors;5;5;1
sculptural;4;4;0
sculpture;17;17;5
sculptured;2;2;0
sculptures;15;15;7
scum;2;2;1
scurf;1;1;0
scurvy;2;2;1
scusatemi;1;1;0
scusi;1;1;0
scutched;1;1;0
scutching;1;1;0
scutosaurus;1;1;1
scytha;1;1;0
scythe;2;2;0
scythes;1;1;0
scythia;1;1;0
scythian;2;2;1
sd;4;4;2
sdo;1;1;0
sdp;1;1;0
sdpi;1;1;0
sdsu;1;1;0
se;22;22;7
sea;165;165;64
seabed;4;4;3
seabeds;1;1;1
seabird;1;1;1
seabirds;2;2;0
seaboard;2;2;0
seabodies;1;1;0
seaborg;2;2;2
seaborgium;1;1;0
seaborne;2;2;1
seacoast;1;1;0
seafarers;1;1;1
seafaring;1;1;1
seafloor;12;12;2
seafood;10;10;5
seafoods;1;1;0
"seafoods
";1;1;0
seafront;1;1;1
seainternational;1;1;0
seal;20;20;5
sealant;1;1;0
sealants;1;1;1
sealed;19;19;5
sealing;3;3;1
seals;12;12;3
sealsnational;1;1;0
seam;1;1;0
seamount;2;2;1
seamounts;1;1;1
seams;2;2;0
sean;16;16;8
seanchaidh;1;1;0
seaport;2;2;2
seaports;5;5;2
search;94;94;45
searchable;6;6;1
searched;2;2;0
searches;1;1;0
searching;13;13;5
searcy;1;1;0
seared;3;3;1
sears;2;2;1
seas;21;21;7
seascape;1;1;1
seascapes;1;1;0
seasfederal;1;1;0
seashells;2;2;0
seashore;2;2;2
seaside;6;6;2
seasite;1;1;1
season;46;46;17
seasonal;54;54;20
seasonality;1;1;0
seasonally;6;6;4
seasoned;4;4;1
seasoning;2;2;0
seasons;32;32;14
seasprite;1;1;1
seastar;1;1;0
seastreak;1;1;0
seat;31;31;16
seated;7;7;0
seating;2;2;2
seaton;1;1;0
seats;24;24;8
seattle;10;10;6
seatz;1;1;0
seaward;2;2;0
seawater;12;12;5
seaway;5;5;1
seaways;2;2;1
seaweed;3;3;1
seaweeds;2;2;1
seawifs;1;1;1
sebaceous;3;3;1
sebagai;1;1;0
sebaste;1;1;1
sebastian;4;4;1
sebastiane;1;1;0
sebastin;1;1;1
sebeok;1;1;1
sebi;1;1;0
seborrheic;1;1;0
sebum;1;1;0
seca;1;1;0
secandam;1;1;1
secant;1;1;0
secchi;4;4;2
seceded;3;3;0
seceding;1;1;0
secession;4;4;2
secher;1;1;1
seckel;1;1;0
secker;1;1;1
seclorum;1;1;0
secluded;1;1;0
seclusion;1;1;0
second;277;277;111
seconda;1;1;0
secondarily;6;6;3
secondary;116;116;45
seconde;1;1;1
secondhand;1;1;0
secondo;2;2;0
seconds;21;21;8
secotioid;1;1;0
secrecy;2;2;1
secret;28;28;14
secretaria;1;1;0
secretariat;11;11;3
secretaries;3;3;0
secretary;22;22;5
secrete;11;11;4
secreted;14;14;6
secretes;7;7;2
secreting;7;7;3
secretion;15;15;7
secretions;6;6;2
secretive;3;3;1
secretly;4;4;2
secreto;1;1;0
secretory;7;7;4
secrets;11;11;8
sect;4;4;1
sectarian;3;3;3
secte;1;1;0
secteur;1;1;0
sectio;1;1;0
section;235;235;84
sectional;3;3;0
sectionibus;1;1;1
sectioning;2;2;1
sections;71;71;28
sectionsarticles;1;1;0
sector;32;32;13
sectoral;1;1;1
sectors;18;18;7
sectrix;1;1;0
sects;5;5;2
secular;28;28;6
secularised;1;1;0
secularism;3;3;1
secularization;1;1;0
secularized;1;1;0
secularly;1;1;1
secunda;1;1;0
secundino;1;1;1
secundogeniture;1;1;0
secundum;6;6;2
secure;13;13;5
secured;15;15;6
securely;1;1;0
secures;1;1;0
securing;8;8;2
securities;2;2;0
security;53;53;20
sed;3;3;0
sedentary;6;6;1
sedentism;2;2;0
seder;2;2;0
sedes;1;1;0
sedgwick;5;5;4
sediment;35;35;17
sedimentary;49;49;22
sedimentation;10;10;2
sedimentological;2;2;0
sedimentology;4;4;1
sediments;43;43;13
sedis;6;6;1
sedition;1;1;1
sedley;1;1;0
sedna;4;4;2
sedona;1;1;1
seds;1;1;0
seduced;2;2;1
seduction;1;1;0
seeburgin;1;1;0
seed;59;59;17
seedborne;1;1;1
seeded;4;4;1
seeding;2;2;0
seedless;5;5;1
seedlessness;1;1;0
seedlike;1;1;1
seedling;12;12;2
seedlings;7;7;2
seedpod;1;1;1
seeds;46;46;16
seedsnational;1;1;0
seefelder;1;1;0
seeing;23;23;11
seek;38;38;14
seeker;1;1;0
seekers;1;1;1
seeking;22;22;9
seekirchen;1;1;0
seeks;36;36;14
seeley;1;1;0
seeliger;1;1;0
seelke;1;1;0
seema;1;1;0
seemingly;18;18;6
seen;229;229;99
seep;5;5;2
seepage;1;1;0
seeped;1;1;0
seeping;1;1;0
seeps;4;4;3
seerhein;1;1;0
sees;28;28;12
seethe;1;1;1
seeztal;1;1;0
segal;2;2;2
segati;1;1;0
segatori;1;1;1
segedin;1;1;0
segment;26;26;12
segmental;4;4;2
segmentata;1;1;1
segmentation;6;6;3
segmented;13;13;4
segments;22;22;11
segnato;1;1;0
segovia;1;1;0
segregate;8;8;4
segregated;9;9;2
segregates;1;1;0
segregating;1;1;0
segregation;8;8;1
seguin;1;1;1
segunda;1;1;0
segundo;2;2;0
segundos;1;1;0
seguridad;1;1;0
sehr;2;2;1
sehwan;1;1;0
sei;1;1;0
seidel;2;2;1
seidelmann;3;3;0
seidlhofer;1;1;0
seidman;1;1;0
seigniorial;1;1;0
seiju;1;1;1
seika;1;1;0
seikatsu;1;1;0
seiki;1;1;0
seilacher;1;1;0
sein;3;3;0
seine;12;12;1
seinem;2;2;1
seiners;1;1;1
seines;1;1;1
seinfeld;1;1;1
seinperf;1;1;0
seipel;1;1;1
seised;1;1;1
seismic;9;9;5
seismically;1;1;0
seismicity;1;1;1
seismologists;1;1;0
seismology;2;2;1
seismometer;1;1;0
seismometers;3;3;1
seit;5;5;3
seitan;1;1;1
seixas;1;1;0
seiz;1;1;0
seize;2;2;2
seized;9;9;3
seizing;1;1;1
seizure;2;2;1
seizures;1;1;0
sejanus;1;1;1
sejarah;1;1;1
sejm;1;1;1
sek;1;1;0
sekhri;1;1;0
seki;1;1;0
sekiguchi;1;1;0
sekijoju;1;1;1
sekinin;1;1;0
sekolah;1;1;0
sektoren;1;1;1
sekundarschule;1;1;1
sela;1;1;1
selaginella;1;1;0
selaginellales;1;1;0
selborne;1;1;0
selbst;1;1;0
selbstgebrannter;1;1;1
selby;1;1;0
selden;2;2;0
seldom;24;24;9
seldomly;1;1;0
select;29;29;10
selectable;1;1;0
selected;75;75;31
selecting;11;11;6
selection;53;53;20
selectionists;1;1;0
selections;6;6;1
selective;30;30;15
selectively;14;14;5
selectmen;1;1;1
selector;2;2;1
selectric;1;1;1
selects;4;4;2
selene;2;2;0
selenium;5;5;4
selenology;1;1;0
selenopotential;1;1;0
seleucia;2;2;1
seleucid;3;3;1
seleucids;1;1;0
seleucus;2;2;0
selezneva;1;1;1
self;12;12;6
selfgoverning;1;1;1
selfish;4;4;1
selhub;1;1;0
selibr;8;8;4
selim;1;1;1
selima;1;1;0
selinker;1;1;1
seljuk;1;1;0
seljuq;1;1;0
selknam;1;1;0
sell;26;26;13
sella;3;3;2
sellable;1;1;1
seller;4;4;3
selling;19;19;10
sellings;1;1;0
sellmer;1;1;0
sellon;1;1;0
sells;4;4;1
selon;3;3;2
selosse;1;1;0
selskap;1;1;0
selva;1;1;0
selyshche;1;1;1
sem;3;3;0
semaine;1;1;0
semantic;15;15;7
semanticists;1;1;1
semantics;7;7;4
semantography;1;1;0
semarkona;1;1;0
semen;1;1;1
semenovich;1;1;1
semester;5;5;2
semesterberichte;1;1;0
semesters;3;3;1
semi;3;3;0
semiarid;6;6;1
semicircular;1;1;0
semiconductor;4;4;3
semiconductors;4;4;2
semidiurnal;1;1;0
semierect;1;1;1
semikhatov;1;1;1
semilunar;2;2;0
semilunaris;2;2;1
semimajor;2;2;0
semimembranosus;1;1;0
semimetallic;1;1;1
seminal;16;16;6
seminales;1;1;0
seminali;1;1;0
seminalibus;1;1;0
seminar;3;3;1
seminaries;2;2;0
seminars;5;5;3
seminary;2;2;1
seminibus;1;1;0
seminiferi;2;2;1
seminiferous;1;1;1
seminum;1;1;0
semionenkov;1;1;0
semiosis;1;1;1
semiotic;2;2;0
semioticians;1;1;0
semiotics;5;5;2
semiparasitic;1;1;1
semipermeable;1;1;0
semiramide;2;2;0
semirandom;1;1;0
semisedentary;1;1;0
semisolid;1;1;1
semisprawling;1;1;1
semisynthetic;4;4;2
semitendinosus;1;1;0
semiterrestrial;1;1;0
semitic;8;8;3
semitropical;1;1;0
semivowels;2;2;1
semmelweis;1;1;0
semmering;1;1;0
semper;1;1;0
sempill;1;1;1
semple;1;1;0
sen;6;6;2
senado;1;1;0
senat;1;1;1
senate;32;32;12
senator;12;12;5
senatorial;5;5;3
senators;13;13;5
senatus;1;1;1
senckenberg;1;1;0
send;21;21;11
senda;1;1;0
sender;1;1;1
sendesaal;2;2;1
sending;15;15;5
sends;13;13;4
seneca;3;3;3
senedh;1;1;1
senegal;2;2;2
senegallanguages;1;1;1
sener;1;1;1
senescence;1;1;1
senescens;1;1;0
senet;1;1;0
senft;1;1;1
senguer;1;1;0
senguerr;1;1;0
sengupta;1;1;1
senhora;1;1;0
seni;1;1;0
senile;1;1;1
senility;1;1;0
senior;19;19;7
senkung;1;1;1
seno;1;1;0
senra;1;1;1
sensation;6;6;2
sensational;1;1;1
sensationalist;2;2;2
sensationalized;2;2;1
sensationally;1;1;0
sensations;1;1;1
sense;97;97;34
sensed;4;4;2
senses;11;11;5
sensibilities;2;2;1
sensibility;1;1;0
sensible;3;3;1
sensibles;1;1;0
sensibly;1;1;0
sensillae;1;1;1
sensing;20;20;9
sensistor;1;1;1
sensitive;41;41;15
sensitivities;2;2;1
sensitivity;23;23;6
sensor;6;6;3
sensors;10;10;3
sensory;15;15;3
sensu;18;18;6
sensual;1;1;1
sent;57;57;22
senta;1;1;1
sentani;1;1;0
sentence;18;18;10
sentenced;5;5;0
sentences;14;14;5
sentencing;1;1;0
sentido;1;1;0
sentience;1;1;0
sentient;3;3;2
sentiment;5;5;0
sentiments;2;2;1
sentinel;2;2;2
sentire;1;1;0
sento;1;1;0
sentral;1;1;1
seo;1;1;1
seoul;3;3;2
sep;10;10;3
sepal;1;1;0
sepals;9;9;0
sepap;1;1;1
separable;2;2;1
separarse;1;1;0
separate;167;167;61
separated;102;102;40
separately;28;28;11
separateness;1;1;1
separates;37;37;14
separating;34;34;16
separation;61;61;23
separations;3;3;0
separatism;1;1;0
separatist;3;3;2
sepenuk;1;1;1
sephardic;2;2;0
sepik;1;1;0
sepkoski;2;2;1
sepm;1;1;1
sepoy;1;1;1
sept;6;6;3
septa;5;5;2
septal;5;5;1
septante;1;1;1
septarian;1;1;1
septate;3;3;1
septem;3;3;1
september;260;260;104
septembre;2;2;0
septempunctata;1;1;0
septentrionalibus;1;1;0
septentrionalis;1;1;0
septentrionem;1;1;0
septic;1;1;0
septicaemia;1;1;1
septicaemic;1;1;1
septicemia;1;1;1
septimius;1;1;1
septinsular;1;1;0
septuagint;2;2;2
septum;9;9;4
sequana;1;1;0
sequani;1;1;0
sequanis;1;1;0
sequel;5;5;2
sequence;89;89;32
sequenced;12;12;5
sequencer;1;1;0
sequences;46;46;15
sequencing;20;20;3
sequential;7;7;2
sequentiality;1;1;0
sequentially;4;4;2
sequester;3;3;0
sequestered;5;5;3
sequestering;4;4;0
sequesters;1;1;0
sequestration;6;6;1
sequoia;3;3;3
ser;1;1;0
sera;1;1;0
serafina;1;1;0
serafini;1;1;1
seraikis;1;1;1
seral;1;1;0
seran;1;1;1
seraphim;1;1;0
serapion;1;1;0
serapis;1;1;0
serb;1;1;1
serbia;5;5;2
serbian;5;5;3
serdar;1;1;0
seref;1;1;1
serena;2;2;1
serene;1;1;1
serenity;1;1;1
serer;1;1;1
serezhnikova;1;1;1
serfdom;3;3;1
serfs;1;1;0
serge;5;5;2
sergeant;1;1;0
sergeev;1;1;0
sergei;5;5;3
sergey;4;4;3
sergio;3;3;1
sergiusz;1;1;0
sergiy;1;1;1
serhiy;1;1;0
seri;1;1;1
serial;9;9;4
seriale;1;1;1
serialization;1;1;0
serialized;2;2;0
serially;2;2;0
serials;5;5;3
serie;3;3;0
series;234;234;95
seriesmedia;1;1;1
seriesnonlinear;1;1;1
seriespeabody;1;1;1
serif;1;1;0
serimaa;1;1;0
serine;1;1;1
seriously;10;10;3
serling;1;1;1
serment;1;1;1
sermeq;1;1;1
sermo;1;1;1
sermon;2;2;0
sermonis;1;1;0
sermons;1;1;0
sernin;1;1;0
serogroups;1;1;1
serological;3;3;3
seront;2;2;1
serotina;1;1;0
serotinous;1;1;0
serotype;2;2;2
serotypes;2;2;2
serotyping;1;1;1
serous;5;5;2
serovar;1;1;0
serow;1;1;0
serpentine;5;5;1
serpentinite;2;2;2
serpentinization;3;3;1
serpents;1;1;0
serpin;1;1;1
serpukhovian;1;1;0
serpulid;1;1;0
serpulites;1;1;0
serra;1;1;0
serranilla;1;1;0
serranos;1;1;0
serrated;3;3;0
serres;2;2;1
serrulatus;1;1;0
sert;2;2;0
sertaneja;1;1;1
seru;1;1;0
serum;8;8;4
servant;3;3;2
servants;11;11;3
servata;3;3;2
serve;103;103;37
served;75;75;33
server;3;3;2
serves;69;69;30
servetus;3;3;1
service;96;96;37
serviceable;2;2;1
servicecommons;1;1;0
serviced;4;4;2
servicemen;1;1;1
servicer;1;1;1
services;77;77;34
servicing;3;3;3
servile;1;1;1
servin;4;4;2
serving;43;43;19
servings;3;3;2
servius;3;3;1
servos;1;1;1
serwis;1;1;1
ses;4;4;2
sesame;10;10;4
sesamoid;1;1;1
sesqui;1;1;0
sesquioxide;2;2;1
sesquioxides;1;1;0
sesquiterpenoids;1;1;0
sessile;6;6;1
session;15;15;6
sessions;9;9;3
sesterces;1;1;1
sesterhenn;1;1;0
set;260;260;99
seta;1;1;0
setaceous;1;1;0
setae;2;2;1
setback;1;1;0
setebos;1;1;0
seth;16;16;7
seti;1;1;0
setis;1;1;0
setlow;1;1;0
seton;1;1;0
setor;1;1;0
sets;60;60;28
setsubun;1;1;0
settimana;1;1;0
setting;60;60;24
settings;15;15;8
settle;22;22;11
settled;58;58;24
settlement;47;47;20
settlements;39;39;16
settler;2;2;0
settlers;32;32;11
settles;4;4;1
settling;15;15;5
setts;1;1;1
setup;2;2;0
setups;2;2;0
seu;3;3;0
seule;1;1;0
seulement;1;1;0
seumas;1;1;0
seung;2;2;2
seungkyung;1;1;0
seurat;2;2;1
seurre;1;1;0
seva;1;1;1
sevak;1;1;1
seven;135;135;57
seventeen;7;7;3
seventeenth;18;18;5
seventh;37;37;18
seventy;6;6;1
sever;1;1;1
severan;2;2;1
severance;1;1;0
severe;64;64;26
severed;7;7;3
severely;26;26;11
severi;1;1;1
severin;1;1;1
severing;2;2;0
severity;5;5;3
severn;4;4;1
severson;1;1;1
severus;2;2;1
sevier;3;3;1
seville;1;1;0
sew;1;1;1
sewage;7;7;4
seward;1;1;0
sewed;1;1;0
sewell;2;2;1
sewer;4;4;3
sewerage;1;1;0
sewers;1;1;0
sewing;2;2;0
sewn;2;2;1
sewter;1;1;0
sex;32;32;11
sexagenary;15;15;3
sexagesimals;1;1;0
sexagesimo;1;1;0
sexangula;1;1;0
sexe;2;2;0
sexes;4;4;0
sexist;1;1;0
sexo;3;3;1
sexology;1;1;0
sextilis;1;1;1
sextillion;1;1;0
sextum;1;1;1
sextupled;1;1;0
sextus;1;1;1
sexu;1;1;0
sexual;48;48;17
sexuale;3;3;0
sexuality;2;2;0
sexualityextant;1;1;0
sexually;16;16;7
seychelleslanguages;1;1;1
seyed;1;1;0
seymour;3;3;1
seyr;1;1;1
sezione;1;1;1
sezonski;1;1;0
sf;5;5;4
sfa;2;2;0
sfas;1;1;0
sfcrowsnest;1;1;1
sforza;1;1;0
sfougato;1;1;0
sfso;1;1;1
sfv;1;1;0
sfwa;1;1;1
sfx;1;1;1
sg;2;2;1
sgeir;1;1;0
sgoil;1;1;0
sgx;1;1;1
sh;3;3;1
sha;1;1;1
shabalina;1;1;0
shabbatai;1;1;0
shack;1;1;1
shackles;1;1;1
shackleton;1;1;1
shacknai;1;1;1
shacks;2;2;1
shad;2;2;1
shada;1;1;1
shade;10;10;5
shaded;7;7;3
shades;9;9;7
shadi;1;1;1
shading;4;4;4
shadow;23;23;11
shadowed;2;2;0
shadows;7;7;1
shady;2;2;1
shaft;2;2;1
shaggy;2;2;2
shah;10;10;7
shahbaz;2;2;1
shaheed;2;2;1
shaheen;2;2;1
shahi;2;2;2
shahid;2;2;1
shahidullah;1;1;1
shahinshah;1;1;0
shahjahan;1;1;1
shahnaz;1;1;1
shahpur;1;1;1
shahrak;1;1;1
shahrestan;1;1;1
shai;1;1;0
shaikh;1;1;1
shaiva;1;1;0
shaivite;1;1;0
shaja;1;1;1
shaka;2;2;0
shakan;1;1;1
shakarparian;1;1;1
shake;4;4;1
shaken;4;4;2
shakespear;1;1;0
shakespeare;11;11;7
shakespearean;2;2;2
shaking;4;4;1
shale;17;17;6
shales;9;9;2
shaless;1;1;0
shalimar;1;1;1
shall;28;28;13
shallot;1;1;0
shallots;1;1;0
shallow;43;43;14
shallower;7;7;3
shallowest;1;1;0
shallowness;1;1;0
shallows;2;2;2
shalshelet;1;1;0
shalwar;3;3;1
shaman;2;2;1
shamanic;2;2;0
shamanism;1;1;0
shamans;1;1;0
shame;2;2;0
shameem;2;2;2
shamim;1;1;1
shampoo;1;1;1
shams;1;1;1
shamsur;1;1;1
shan;2;2;0
shanahan;2;2;1
shand;1;1;0
shang;3;3;2
shanghai;8;8;5
"shanghai
";1;1;0
shani;1;1;0
shank;1;1;1
shankar;1;1;1
shanker;1;1;1
shanks;1;1;1
shanmugam;1;1;0
shannon;3;3;2
shanthi;1;1;0
shanthie;1;1;1
shanties;1;1;1
shanty;1;1;1
shanxi;1;1;0
shao;1;1;1
shape;105;105;40
shaped;64;64;24
shapeless;1;1;0
shapers;1;1;1
shapes;40;40;14
shapeshifting;1;1;1
shapin;2;2;1
shaping;23;23;10
shapira;1;1;1
shapiro;5;5;4
sharad;2;2;1
sharada;1;1;0
sharan;1;1;0
shards;1;1;1
share;109;109;46
sharecropping;2;2;1
shared;83;83;36
shareholder;1;1;0
shareholders;1;1;0
shareholding;1;1;0
sharer;1;1;1
shares;31;31;13
shareware;1;1;1
shari;3;3;1
sharia;1;1;0
shariat;4;4;2
sharif;5;5;3
shariff;2;2;2
sharimiki;1;1;1
sharing;23;23;9
shark;5;5;2
sharks;8;8;4
sharkskin;1;1;0
sharma;2;2;0
sharnoff;2;2;1
sharon;11;11;4
sharonae;1;1;0
sharp;31;31;7
sharpe;3;3;1
sharpens;1;1;0
sharper;4;4;2
sharpest;1;1;1
sharply;29;29;8
sharpness;1;1;0
sharron;2;2;2
sharyland;1;1;0
shashanka;1;1;1
shashkin;1;1;0
shashkina;1;1;0
shastri;3;3;1
shatner;1;1;1
shatter;3;3;2
shattered;4;4;3
shattering;2;2;1
shatterproof;1;1;0
shatters;1;1;1
shaumari;1;1;0
shaun;2;2;1
shaunaka;1;1;0
shauraseni;1;1;1
shavian;1;1;1
shaving;2;2;2
shavings;1;1;1
shaviv;1;1;1
shaw;12;12;4
shawls;1;1;0
shawn;2;2;1
shawwal;1;1;1
shaye;1;1;0
shazia;2;2;1
shea;1;1;0
shear;13;13;5
sheared;1;1;0
shearer;1;1;0
shearing;6;6;3
shearman;2;2;1
shears;1;1;1
sheath;7;7;3
sheathed;3;3;1
sheathing;2;2;0
sheaths;4;4;2
shed;16;16;4
shedding;5;5;0
sheds;5;5;2
sheen;3;3;2
sheep;13;13;5
sheepberry;1;1;0
sheepfarming;1;1;0
sheepfolds;1;1;0
sheeps;2;2;1
sheer;7;7;0
sheesh;1;1;0
sheesham;1;1;0
sheet;37;37;13
sheets;31;31;16
sheetz;1;1;0
sheffield;5;5;2
"sheffield
";1;1;1
shefford;1;1;1
shehr;1;1;1
sheik;1;1;0
sheikh;4;4;2
sheila;5;5;2
sheingold;1;1;0
sheinwoodian;1;1;0
sheirbheisean;1;1;0
shelby;1;1;1
sheldon;3;3;1
shelf;20;20;9
shelia;1;1;1
shell;28;28;12
shellac;1;1;1
shelled;4;4;0
shelley;6;6;4
shellfish;6;6;0
shellhouse;1;1;1
shelling;1;1;0
shells;28;28;9
shelly;3;3;2
shelter;14;14;7
sheltered;5;5;2
sheltering;2;2;1
shelters;9;9;3
shelve;1;1;0
shelves;6;6;2
shelving;1;1;0
shemansky;2;2;1
shen;5;5;1
sheng;1;1;0
shenggen;1;1;0
"shenzhen
";1;1;0
sheombar;1;1;0
shepherd;4;4;3
shepherds;2;2;0
shepherdstown;1;1;1
sheppard;2;2;1
sher;3;3;2
sherbet;1;1;1
sherborne;2;2;1
sheree;1;1;0
sheridan;1;1;0
sherif;2;2;1
sheriff;3;3;2
sheriffdom;1;1;1
sheriffdoms;2;2;2
sheriffs;1;1;1
sherlock;2;2;2
sherman;3;3;1
shermer;1;1;1
sherry;1;1;0
sherwin;2;2;1
sherwood;4;4;1
sheshonq;1;1;1
sheth;1;1;0
shetland;5;5;4
sheumais;1;1;0
